embedding_model,corpus,query_id,difficulty,category,query,relevant_functions,top_1_function,top_5_functions,top_10_functions,first_relevant_rank,reciprocal_rank
bge-base,raw,q_1260,difficult,state_transition,What part of the implementation controls the transition associated with initializes random key generation chess engine generates each type well?,"[""src/init.cpp::initRandomKeys::322""]",src/init.cpp::initRandomKeys::322,"[""src/init.cpp::initRandomKeys::322"", ""src/hashtable.cpp::generateHashKey::26"", ""src/search/search.cpp::initSearchTables::54"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/init.cpp::initLeaperPiecesAttacks::282""]","[""src/init.cpp::initRandomKeys::322"", ""src/hashtable.cpp::generateHashKey::26"", ""src/search/search.cpp::initSearchTables::54"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initAll::428"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/UCI.cpp::resetGameVariables::26"", ""src/init.cpp::maskKingMoves::162""]",1,1.0
bge-base,raw,q_1261,easy,functionality,Where should I start looking to understand reads input checks specific commands like updates game state accordingly?,"[""src/UCI.cpp::handleGo::194""]",src/UCI.cpp::UCI::238,"[""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""src/UCI.cpp::UCI::238"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::resetGameVariables::26"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35""]",,0.0
bge-base,raw,q_1262,moderate,data_flow,What intermediate representation connects prepares evaluation masks chess setting them according positions initializes isolated with the eventual result?,"[""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::maskRookMoves::198""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::maskRookMoves::198"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::setOccupancies::269"", ""src/init.cpp::initialiseLine::416"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
bge-base,raw,q_1263,moderate,data_flow,What should I trace to see where the information from successfully verifies check valid but fails invalid one is consumed?,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]",debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27,"[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17""]","[""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""src/search/see.cpp::see::14"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countRookMoves_noEdges::105""]",1,1.0
bge-base,raw,q_1264,difficult,state_transition,How is the result of initializes log chess engine operations enabling disabling logging reflected in the next state?,"[""src/logger/logger.h::Logger::Logger::40""]",src/logger/logger.cpp::isLoggingEnabled::46,"[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initAll::428""]","[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initAll::428"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initSliderAttacks::291"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::resetGameVariables::26""]",2,0.5
bge-base,raw,q_1265,easy,input_output,What transformation is associated with class takes input parses chess state parsed formatted rows squares before a result is returned?,"[""include/board.h::Board::Board::34""]",src/UCI.cpp::handlePosition::122,"[""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::parseMove::135"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/eval/evaluation.cpp::flip::17"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::parseMove::135"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/eval/evaluation.cpp::flip::17"", ""src/UCI.cpp::handlePosition::122"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43""]",,0.0
bge-base,raw,q_1266,moderate,data_flow,What should I trace to see where the information from generates ordered list moves scores each prints them along corresponding is consumed?,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]","[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/hashtable.cpp::recordHash::114"", ""src/misc.cpp::printMove::81"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94""]",1,1.0
bge-base,raw,q_1267,difficult,state_transition,What part of the implementation controls the transition associated with uses algorithms such minimax analyze positions make decisions takes account?,"[""src/search/see.cpp::see::14""]",src/search/see.cpp::see::14,"[""src/search/see.cpp::see::14"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::handleOption::103"", ""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::parseMove::135""]","[""src/search/see.cpp::see::14"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::handleOption::103"", ""src/UCI.cpp::handlePosition::122"", ""src/misc.cpp::parseMove::135"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticSearch::71"", ""src/search/see.cpp::see::14"", ""src/UCI.cpp::handleOption::66"", ""include/move.h::Move::Move::29"", ""src/search/see.cpp::see::14""]",1,1.0
bge-base,raw,q_1268,moderate,dependencies,What supporting operation enables prepares evaluation masks chess setting them according positions initializes isolated to complete?,"[""src/init.cpp::setFileAndRankMask::341"", ""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initialiseLine::416"", ""src/search/see.cpp::see::14""]",1,1.0
bge-base,raw,q_1269,moderate,dependencies,What does initialises squares between pieces attacks need from the surrounding implementation?,"[""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initialiseSquaresBetween::400""]",src/init.cpp::initLeaperPiecesAttacks::282,"[""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/search/see.cpp::see::14""]","[""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::maskPawnAttacks::123"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::maskKingMoves::162"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::maskBishopMoves::182""]",4,0.25
bge-base,raw,q_1270,difficult,state_transition,How does the code move from get path executable program uses methods such reading proc self to a resulting state while preserving context?,"[""src/logger/logger.cpp::getExecutableDirectory::16""]",src/logger/logger.cpp::getExecutableDirectory::16,"[""src/logger/logger.cpp::getExecutableDirectory::16"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::UCI::238"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107""]","[""src/logger/logger.cpp::getExecutableDirectory::16"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::UCI::238"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107"", ""src/main.cpp::main::10"", ""src/UCI.cpp::handlePosition::122"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countBishopMoves_noEdges::94"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::standardPerft::107""]",1,1.0
bge-base,raw,q_1271,moderate,data_flow,Where does information from handles user input such moves positions processes them accordingly uses go before it is consumed?,"[""src/UCI.cpp::handlePosition::122""]",src/UCI.cpp::handlePosition::122,"[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122""]","[""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handlePosition::122"", ""src/UCI.cpp::UCI::238"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::handleGo::194"", ""src/hashtable.cpp::initTranspositionTable::48""]",1,1.0
bge-base,raw,q_1272,easy,functionality,Where should I start looking to understand determine number possible pawn attacks chess taking account both white?,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17""]",debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17,"[""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35""]","[""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKnightMoves::39"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/eval/evaluation.cpp::evaluate::35""]",1,1.0
bge-base,raw,q_1273,difficult,state_transition,What part of the implementation controls the transition associated with prepares evaluation masks chess setting them according positions initializes isolated?,"[""src/init.cpp::initEvaluationMasks::358""]",src/init.cpp::initEvaluationMasks::358,"[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35""]","[""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initialiseLine::416"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initEvaluationMasks::358"", ""src/UCI.cpp::resetGameVariables::26"", ""src/search/see.cpp::see::14""]",1,1.0
bge-base,raw,q_1274,moderate,data_flow,What intermediate representation connects takes input integer representing white black with the eventual result?,"[""include/types.h::color::32""]",debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54,"[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::printBitBoard::27"", ""include/types.h::color::32"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/eval/evaluation.cpp::evaluate::35""]","[""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/misc.cpp::printBitBoard::27"", ""include/types.h::color::32"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/UCI.cpp::handleGo::194"", ""src/init.cpp::initEvaluationMasks::358"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initRandomKeys::322"", ""include/types.h::operator~::11""]",3,0.3333333333333333
bge-base,raw,q_1275,moderate,data_flow,Where does information from checking logging enables ensures application logs messages appropriately which can go before it is consumed?,"[""src/logger/logger.cpp::isLoggingEnabled::46""]",src/logger/logger.h::Logger::Logger::40,"[""src/logger/logger.h::Logger::Logger::40"", ""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handleIsReady::118""]","[""src/logger/logger.h::Logger::Logger::40"", ""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/UCI.cpp::handleIsReady::118"", ""src/hashtable.cpp::recordHash::114"", ""src/UCI.cpp::handlePosition::122"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/UCI.cpp::handleGo::194"", ""src/UCI.cpp::handleOption::66""]",2,0.5
bge-base,raw,q_1276,difficult,state_transition,What part of the implementation controls the transition associated with uses bitwise operations calculate number rook attacks iterating over all?,"[""include/inline_functions.h::getRookAttacks::66""]",src/init.cpp::initSliderAttacks::291,"[""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14""]","[""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""src/search/see.cpp::see::14"", ""src/search/see.cpp::see::14"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::initSliderAttacks::291"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/init.cpp::initLeaperPiecesAttacks::282""]",2,0.5
bge-base,raw,q_1277,difficult,error_handling,Where would I investigate an incomplete path or invalid result related to command handler chess engine supports commands likeuci isready position others?,"[""src/UCI.cpp::UCI::238""]",src/logger/logger.cpp::getExecutableDirectory::16,"[""src/logger/logger.cpp::getExecutableDirectory::16"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/UCI.cpp::handleUci::31"", ""debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21"", ""src/UCI.cpp::UCI::238""]","[""src/logger/logger.cpp::getExecutableDirectory::16"", ""debug_tests/game_scenario.cpp::Test::Debug::boardNonPawnMat::43"", ""src/UCI.cpp::handleUci::31"", ""debug_tests/game_scenario.cpp::Test::Debug::gameScenario::21"", ""src/UCI.cpp::UCI::238"", ""src/UCI.cpp::handleIsReady::118"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countPawnAttacks::17"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/UCI.cpp::handleOption::66""]",5,0.2
bge-base,raw,q_1278,difficult,reasoning,What design responsibility is shared by initialises line populating arrays information about rook attacks between squares and uses bitwise operations calculate number rook attacks iterating over all?,"[""src/init.cpp::initialiseLine::416"", ""include/inline_functions.h::getRookAttacks::66""]",src/init.cpp::rookAttacksOnTheFly::241,"[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskKingMoves::162""]","[""src/init.cpp::rookAttacksOnTheFly::241"", ""src/init.cpp::initSliderAttacks::291"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::maskKingMoves::162"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::maskRookMoves::198"", ""include/inline_functions.h::getRookXrayAttacks::74"", ""src/init.cpp::maskBishopMoves::182"", ""src/init.cpp::maskKnightMoves::142""]",3,0.3333333333333333
bge-base,raw,q_1279,moderate,data_flow,Where does information from initializes evaluation masks chess pieces positions uses bitwise operations set go before it is consumed?,"[""src/init.cpp::maskPawnAttacks::123""]",src/init.cpp::initLeaperPiecesAttacks::282,"[""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14""]","[""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initEvaluationMasks::358"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::maskRookMoves::198"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initialiseSquaresBetween::400""]",,0.0
bge-base,raw,q_1280,easy,functionality,Where should I start looking to understand checking logging enables ensures application logs messages appropriately which can?,"[""src/logger/logger.cpp::isLoggingEnabled::46""]",src/logger/logger.cpp::isLoggingEnabled::46,"[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27""]","[""src/logger/logger.cpp::isLoggingEnabled::46"", ""src/logger/logger.h::Logger::Logger::40"", ""src/logger/logger.h::Logger::Logger::40"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""debug_tests/game_scenario.cpp::Test::Debug::boardInCheck::27"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::recordHash::114"", ""src/search/search.cpp::initSearchTables::54"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/UCI.cpp::handleIsReady::118""]",1,1.0
bge-base,raw,q_1281,moderate,data_flow,How is the outcome of generates ordered list moves scores each prints them along corresponding carried into later processing?,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50""]",debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50,"[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]","[""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""debug_tests/move_tests.cpp::Test::Debug::moveSorting::20"", ""src/misc.cpp::printMovesList::122"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""benchmark_tests/search_and_eval.cpp::Test::BenchMark::staticEval::125"", ""debug_tests/see_tests.cpp::Test::Debug::see_test::15"", ""src/hashtable.cpp::clearTranspositionTable::67"", ""src/misc.cpp::printMove::81"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60""]",1,1.0
bge-base,raw,q_1282,easy,functionality,What implementation area explains the behaviour described as class represent chess takes two parameters which integers representing starting?,"[""include/move.h::Move::Move::31""]",src/init.cpp::initSliderAttacks::291,"[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::initRandomKeys::322""]","[""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initialiseSquaresBetween::400"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initialiseLine::416"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/main.cpp::main::10""]",,0.0
bge-base,raw,q_1283,moderate,control_flow,What branch determines the next step after initializes rook attacks table all squares which determine whether can?,"[""src/init.cpp::maskRookMoves::198""]",src/misc.cpp::parseMove::135,"[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14""]","[""src/misc.cpp::parseMove::135"", ""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::getRookAttacks::66"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::rookAttacksOnTheFly::241"", ""src/eval/evaluation.cpp::evaluate::35""]",,0.0
bge-base,raw,q_1284,difficult,cross_function,How do the components responsible for takes input calculates white black composed several pawn structure mobility and pop least significant bit integer cooperate?,"[""src/eval/evaluation.cpp::evaluate::35"", ""include/inline_functions.h::pop_lsb::36""]",src/eval/evaluation.cpp::evaluate::35,"[""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/see.cpp::see::14""]","[""src/eval/evaluation.cpp::evaluate::35"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""debug_tests/evaluation_tests.cpp::Test::Debug::mirrorEval::54"", ""src/search/see.cpp::see::14"", ""src/init.cpp::initSliderAttacks::291"", ""src/hashtable.cpp::generateHashKey::26"", ""src/search/see.cpp::see::14"", ""src/eval/evaluation.cpp::evaluate::35"", ""src/init.cpp::initLeaperPiecesAttacks::282""]",1,1.0
bge-base,raw,q_1285,moderate,dependencies,What supporting operation enables allocates memory store hash corresponding positions populates structure calling another to complete?,"[""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::clearTranspositionTable::67""]",src/hashtable.cpp::recordHash::114,"[""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::recordHash::114"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::initTranspositionTable::48""]","[""src/hashtable.cpp::recordHash::114"", ""src/hashtable.cpp::recordHash::114"", ""debug_tests/move_tests.cpp::Test::Debug::printMoveOrdering::50"", ""src/hashtable.cpp::checkHashOccupancy::132"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/hashtable.cpp::generateHashKey::26"", ""benchmark_tests/perft_tests.cpp::Test::BenchMark::perft::60"", ""src/hashtable.cpp::probeHash::81"", ""src/UCI.cpp::handlePosition::122"", ""src/init.cpp::initSliderAttacks::291""]",5,0.2
bge-base,raw,q_1286,difficult,multi_hop,Which intermediate transformation links initializes table chess with performs bitwise operations extract information input number uses predefined magic across the call path?,"[""src/init.cpp::setOccupancies::269"", ""include/inline_functions.h::pop_lsb::36"", ""include/inline_functions.h::bsf::31""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initAll::428"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initSliderAttacks::291""]","[""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initAll::428"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initEvaluationMasks::358"", ""src/hashtable.cpp::generateHashKey::26""]",,0.0
bge-base,raw,q_1287,difficult,multi_hop,How does initializes table chess reach performs bitwise operations extract information input number uses predefined magic through an intermediate processing step?,"[""src/init.cpp::setOccupancies::269"", ""include/inline_functions.h::pop_lsb::36"", ""include/inline_functions.h::bsf::31""]",src/eval/evaluation.cpp::init_tables::22,"[""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initAll::428"", ""src/hashtable.cpp::initTranspositionTable::48""]","[""src/eval/evaluation.cpp::init_tables::22"", ""src/init.cpp::initSliderAttacks::291"", ""src/init.cpp::initLeaperPiecesAttacks::282"", ""src/init.cpp::initAll::428"", ""src/hashtable.cpp::initTranspositionTable::48"", ""src/init.cpp::initRandomKeys::322"", ""src/init.cpp::initSliderAttacks::291"", ""src/search/search.cpp::initSearchTables::54"", ""src/init.cpp::initialiseSquaresBetween::400"", ""debug_tests/bitmask_tests.cpp::Test::Debug::countKingMoves::67""]",,0.0
